project,class_name,method_name,extract_lines,label
junit4,TestCase,assertEquals,,0
junit4,TestCase,assertEquals,,0
junit4,TestCase,assertEquals,,0
junit4,TestCase,assertEquals,,0
junit4,TestCase,assertEquals,,0
junit4,TestCase,assertEquals,,0
junit4,TestCase,assertEquals,,0
junit4,TestCase,assertNotNull,,0
junit4,TestCase,assertNotNull,,0
junit4,TestCase,assertNull,,0
junit4,TestCase,assertNull,,0
junit4,TestCase,assertSame,,0
junit4,TestCase,assertSame,,0
junit4,TestCase,assertNotSame,,0
junit4,TestCase,assertNotSame,,0
junit4,TestCase,failSame,,0
junit4,TestCase,failNotSame,,0
junit4,TestCase,failNotEquals,,0
junit4,TestCase,format,,0
junit4,TestCase,setUp,,0
junit4,TestCase,tearDown,,0
junit4,TestCase,toString,,0
junit4,TestCase,getName,,0
junit4,TestCase,setName,,0
junit4,TestFailure,TestFailure,,0
junit4,TestFailure,failedTest,,0
junit4,TestFailure,thrownException,,0
junit4,TestFailure,toString,,0
junit4,TestFailure,trace,,0
junit4,TestFailure,exceptionMessage,,0
junit4,TestFailure,isFailure,,0
junit4,TestResult,TestResult,,0
junit4,TestResult,addError,,0
junit4,TestResult,addFailure,,0
junit4,TestResult,addListener,,0
junit4,TestResult,removeListener,,0
junit4,TestResult,cloneListeners,,0
junit4,TestResult,endTest,,0
junit4,TestResult,errorCount,,0
junit4,TestResult,errors,,0
junit4,TestResult,failureCount,,0
junit4,TestResult,failures,,0
junit4,TestResult,run,,0
junit4,TestResult,runCount,,0
junit4,TestResult,shouldStop,,0
junit4,TestResult,startTest,,0
junit4,TestResult,stop,,0
junit4,TestResult,wasSuccessful,,0
junit4,TestSuite,warning,,0
junit4,TestSuite,TestSuite,,0
junit4,TestSuite,TestSuite,,0
junit4,TestSuite,TestSuite,,0
junit4,TestSuite,TestSuite,,0
junit4,TestSuite,testCaseForClass,,0
junit4,TestSuite,TestSuite,,0
junit4,TestSuite,addTest,,0
junit4,TestSuite,addTestSuite,,0
junit4,TestSuite,countTestCases,,0
junit4,TestSuite,getName,,0
junit4,TestSuite,run,,0
junit4,TestSuite,runTest,,0
junit4,TestSuite,setName,,0
junit4,TestSuite,testAt,,0
junit4,TestSuite,testCount,,0
junit4,TestSuite,tests,,0
junit4,TestSuite,toString,,0
junit4,TestSuite,addTestMethod,,0
junit4,TestSuite,isPublicTestMethod,,0
junit4,TestSuite,isTestMethod,,0
junit4,BaseTestRunner,startTest,,0
junit4,BaseTestRunner,setPreferences,,0
junit4,BaseTestRunner,getPreferences,,0
junit4,BaseTestRunner,savePreferences,,0
junit4,BaseTestRunner,setPreference,,0
junit4,BaseTestRunner,endTest,,0
junit4,BaseTestRunner,addError,,0
junit4,BaseTestRunner,addFailure,,0
junit4,BaseTestRunner,testStarted,,0
junit4,BaseTestRunner,testEnded,,0
junit4,BaseTestRunner,testFailed,,0
junit4,BaseTestRunner,elapsedTimeAsString,,0
junit4,BaseTestRunner,processArguments,,0
junit4,BaseTestRunner,setLoading,,0
junit4,BaseTestRunner,extractClassName,,0
junit4,BaseTestRunner,truncate,,0
junit4,BaseTestRunner,runFailed,,0
junit4,BaseTestRunner,loadSuiteClass,,0
junit4,BaseTestRunner,clearStatus,,0
junit4,BaseTestRunner,useReloadingTestSuiteLoader,,0
junit4,BaseTestRunner,getPreferencesFile,,0
junit4,BaseTestRunner,getPreference,,0
junit4,BaseTestRunner,getFilteredTrace,,0
junit4,BaseTestRunner,showStackRaw,,0
junit4,BaseTestRunner,filterLine,,0
junit4,Version,Version,,0
junit4,Version,id,,0
junit4,Version,main,,0
junit4,ResultPrinter,ResultPrinter,,0
junit4,ResultPrinter,print,,0
junit4,ResultPrinter,printWaitPrompt,,0
junit4,ResultPrinter,printHeader,,0
junit4,ResultPrinter,printErrors,,0
junit4,ResultPrinter,printFailures,,0
junit4,ResultPrinter,printDefects,,0
junit4,ResultPrinter,printDefect,,0
junit4,ResultPrinter,printDefectHeader,,0
junit4,ResultPrinter,printDefectTrace,,0
junit4,ResultPrinter,printFooter,,0
junit4,ResultPrinter,elapsedTimeAsString,,0
junit4,ResultPrinter,getWriter,,0
junit4,ResultPrinter,addError,,0
junit4,ResultPrinter,addFailure,,0
junit4,ResultPrinter,endTest,,0
junit4,ResultPrinter,startTest,,0
junit4,TestRunner,TestRunner,,0
junit4,TestRunner,TestRunner,,0
junit4,TestRunner,TestRunner,,0
junit4,TestRunner,run,,0
junit4,TestRunner,run,,0
junit4,TestRunner,runAndWait,,0
junit4,TestRunner,testFailed,,0
junit4,TestRunner,testStarted,,0
junit4,TestRunner,testEnded,,0
junit4,TestRunner,createTestResult,,0
junit4,TestRunner,doRun,,0
junit4,TestRunner,doRun,,0
junit4,TestRunner,runSingleMethod,,0
junit4,TestRunner,runFailed,,0
junit4,TestRunner,setPrinter,,0
junit4,Assert,Assert,,0
junit4,Assert,assertTrue,,0
junit4,Assert,assertTrue,,0
junit4,Assert,assertFalse,,0
junit4,Assert,assertFalse,,0
junit4,Assert,fail,,0
junit4,Assert,fail,,0
junit4,Assert,assertEquals,,0
junit4,Assert,equalsRegardingNull,,0
junit4,Assert,isEquals,,0
junit4,Assert,assertEquals,,0
junit4,Assert,assertNotEquals,,0
junit4,Assert,assertNotEquals,,0
junit4,Assert,failEquals,,0
junit4,Assert,assertNotEquals,,0
junit4,Assert,assertNotEquals,,0
junit4,Assert,assertNotEquals,,0
junit4,Assert,assertNotEquals,,0
junit4,Assert,assertNotEquals,,0
junit4,Assert,assertArrayEquals,,0
junit4,Assert,assertArrayEquals,,0
junit4,Assert,assertArrayEquals,,0
junit4,Assert,assertArrayEquals,,0
junit4,Assert,assertArrayEquals,,0
junit4,Assert,assertArrayEquals,,0
junit4,Assert,assertArrayEquals,,0
junit4,Assert,assertArrayEquals,,0
junit4,Assert,assertArrayEquals,,0
junit4,Assert,assertArrayEquals,,0
junit4,Assert,assertArrayEquals,,0
junit4,Assert,assertArrayEquals,,0
junit4,Assert,assertArrayEquals,,0
junit4,Assert,assertArrayEquals,,0
junit4,Assert,assertArrayEquals,,0
junit4,Assert,assertArrayEquals,,0
junit4,Assert,assertArrayEquals,,0
junit4,Assert,assertArrayEquals,,0
junit4,Assert,internalArrayEquals,,0
junit4,Assert,assertEquals,,0
junit4,Assert,assertEquals,,0
junit4,Assert,assertNotEquals,,0
junit4,Assert,doubleIsDifferent,,0
junit4,Assert,floatIsDifferent,,0
junit4,Assert,assertEquals,,0
junit4,Assert,assertEquals,,0
junit4,Assert,assertEquals,,0
junit4,Assert,assertEquals,,0
junit4,Assert,assertEquals,,0
junit4,Assert,assertEquals,,0
junit4,Assert,assertNotNull,,0
junit4,Assert,assertNotNull,,0
junit4,Assert,assertNull,,0
junit4,Assert,assertNull,,0
junit4,Assert,failNotNull,,0
junit4,Assert,assertSame,,0
junit4,Assert,assertSame,,0
junit4,Assert,assertNotSame,,0
junit4,Assert,assertNotSame,,0
junit4,Assert,failSame,,0
junit4,Assert,failNotSame,,0
junit4,Assert,failNotEquals,,0
junit4,Assert,format,,0
junit4,Assert,formatClass,,0
junit4,Assert,formatClassAndValue,,0
junit4,Assert,assertEquals,,0
junit4,Assert,assertEquals,,0
junit4,Assert,assertThat,,0
junit4,Assert,assertThat,,0
junit4,Assert,assertThrows,,0
junit4,Assert,buildPrefix,,0
junit4,Assume,Assume,,0
junit4,Assume,assumeTrue,,0
junit4,Assume,assumeFalse,,0
junit4,Assume,assumeTrue,,0
junit4,Assume,assumeFalse,,0
junit4,Assume,assumeNotNull,,0
junit4,Assume,assumeThat,,0
junit4,Assume,assumeThat,,0
junit4,Assume,assumeNoException,,0
junit4,Assume,assumeNoException,,0
junit4,AssumptionViolatedException,AssumptionViolatedException,,0
junit4,AssumptionViolatedException,AssumptionViolatedException,,0
junit4,AssumptionViolatedException,AssumptionViolatedException,,0
junit4,AssumptionViolatedException,AssumptionViolatedException,,0
junit4,ComparisonFailure,ComparisonFailure,,0
junit4,ComparisonFailure,getMessage,,0
junit4,ComparisonFailure,getActual,,0
junit4,ComparisonFailure,getExpected,,0
junit4,TestCouldNotBeSkippedException,TestCouldNotBeSkippedException,,0
junit4,ParallelComputer,ParallelComputer,,0
junit4,ParallelComputer,classes,,0
junit4,ParallelComputer,methods,,0
junit4,ParallelComputer,parallelize,,0
junit4,ParallelComputer,getSuite,,0
junit4,ParallelComputer,getRunner,,0
junit4,Categories,Categories,,0
junit4,Categories,getIncludedCategory,,0
junit4,Categories,isAnyIncluded,,0
junit4,Categories,getExcludedCategory,,0
junit4,Categories,isAnyExcluded,,0
junit4,Categories,hasAssignableTo,,0
junit4,Categories,createSet,,0
junit4,Categories,nullableClassToSet,,0
junit4,CategoryFilterFactory,createFilter,,0
junit4,CategoryFilterFactory,parseCategories,,0
junit4,CategoryValidator,validateAnnotatedMethod,,0
junit4,CategoryValidator,addErrorMessage,,0
junit4,ExcludeCategories,createFilter,,0
junit4,IncludeCategories,createFilter,,0
junit4,CouldNotReadCoreException,CouldNotReadCoreException,,0
junit4,MaxCore,forFolder,,0
junit4,MaxCore,storedLocally,,0
junit4,MaxCore,MaxCore,,0
junit4,MaxCore,run,,0
junit4,MaxCore,run,,0
junit4,MaxCore,run,,0
junit4,MaxCore,sortRequest,,0
junit4,MaxCore,constructLeafRequest,,0
junit4,MaxCore,buildRunner,,0
junit4,MaxCore,sortedLeavesForTest,,0
junit4,MaxCore,findLeaves,,0
junit4,MaxCore,findLeaves,,0
junit4,MaxHistory,MaxHistory,,0
junit4,MaxHistory,save,,0
junit4,MaxHistory,getFailureTimestamp,,0
junit4,MaxHistory,putTestFailureTimestamp,,0
junit4,MaxHistory,isNewTest,,0
junit4,MaxHistory,getTestDuration,,0
junit4,MaxHistory,putTestDuration,,0
junit4,MaxHistory,listener,,0
junit4,MaxHistory,testComparator,,0
junit4,FailureList,FailureList,,0
junit4,PrintableResult,testResult,,0
junit4,PrintableResult,testResult,,0
junit4,PrintableResult,PrintableResult,,0
junit4,PrintableResult,PrintableResult,,0
junit4,PrintableResult,failureCount,,0
junit4,PrintableResult,failures,,0
junit4,PrintableResult,toString,,0
junit4,ResultMatchers,ResultMatchers,,0
junit4,ResultMatchers,isSuccessful,,0
junit4,ResultMatchers,failureCountIs,,0
junit4,ResultMatchers,hasSingleFailureContaining,,0
junit4,ResultMatchers,hasSingleFailureMatching,,0
junit4,ResultMatchers,hasFailureContaining,,0
junit4,Enclosed,Enclosed,,0
junit4,Enclosed,filterAbstractClasses,,0
junit4,ParameterSignature,buildConvertableTypesMap,,0
junit4,ParameterSignature,putSymmetrically,,0
junit4,ParameterSignature,signatures,,0
junit4,ParameterSignature,signatures,,0
junit4,ParameterSignature,signatures,,0
junit4,ParameterSignature,ParameterSignature,,0
junit4,ParameterSignature,canAcceptValue,,0
junit4,ParameterSignature,canAcceptType,,0
junit4,ParameterSignature,canPotentiallyAcceptType,,0
junit4,ParameterSignature,isAssignableViaTypeConversion,,0
junit4,ParameterSignature,getType,,0
junit4,ParameterSignature,getAnnotations,,0
junit4,ParameterSignature,hasAnnotation,,0
junit4,ParameterSignature,findDeepAnnotation,,0
junit4,ParameterSignature,findDeepAnnotation,,0
junit4,ParameterSignature,getAnnotation,,0
junit4,ParameterSupplier,getValueSources,,0
junit4,PotentialAssignment,forValue,14-25,1
junit4,PotentialAssignment,getValue,,0
junit4,PotentialAssignment,getDescription,,0
junit4,Theories,Theories,,0
junit4,Theories,Theories,,0
junit4,Theories,collectInitializationErrors,,0
junit4,Theories,validateDataPointFields,,0
junit4,Theories,validateDataPointMethods,,0
junit4,Theories,validateConstructor,,0
junit4,Theories,validateTestMethods,,0
junit4,Theories,validateParameterSupplier,,0
junit4,Theories,computeTestMethods,,0
junit4,Theories,methodBlock,,0
junit4,AllMembersSupplier,AllMembersSupplier,,0
junit4,AllMembersSupplier,getValueSources,,0
junit4,AllMembersSupplier,addSinglePointMethods,,0
junit4,AllMembersSupplier,addMultiPointFields,,0
junit4,AllMembersSupplier,addSinglePointFields,,0
junit4,AllMembersSupplier,addDataPointsValues,,0
junit4,AllMembersSupplier,addArrayValues,,0
junit4,AllMembersSupplier,addIterableValues,,0
junit4,AllMembersSupplier,isAssignableToAnyOf,,0
junit4,AllMembersSupplier,getDataPointsMethods,,0
junit4,AllMembersSupplier,getSingleDataPointFields,,0
junit4,AllMembersSupplier,getDataPointsFields,,0
junit4,AllMembersSupplier,getSingleDataPointMethods,,0
junit4,Assignments,Assignments,,0
junit4,Assignments,allUnassigned,,0
junit4,Assignments,isComplete,,0
junit4,Assignments,nextUnassigned,,0
junit4,Assignments,assignNext,,0
junit4,Assignments,getActualValues,,0
junit4,Assignments,potentialsForNextUnassigned,,0
junit4,Assignments,generateAssignmentsFromTypeAlone,,0
junit4,Assignments,getSupplier,,0
junit4,Assignments,buildParameterSupplierFromClass,,0
junit4,Assignments,getConstructorArguments,,0
junit4,Assignments,getMethodArguments,,0
junit4,Assignments,getAllArguments,,0
junit4,Assignments,getConstructorParameterCount,,0
junit4,Assignments,getArgumentStrings,,0
junit4,BooleanSupplier,getValueSources,,0
junit4,EnumSupplier,EnumSupplier,,0
junit4,EnumSupplier,getValueSources,,0
junit4,ParameterizedAssertionError,ParameterizedAssertionError,,0
junit4,ParameterizedAssertionError,equals,,0
junit4,ParameterizedAssertionError,hashCode,,0
junit4,ParameterizedAssertionError,join,,0
junit4,ParameterizedAssertionError,join,,0
junit4,SpecificDataPointsSupplier,SpecificDataPointsSupplier,,0
junit4,SpecificDataPointsSupplier,getSingleDataPointFields,,0
junit4,SpecificDataPointsSupplier,getDataPointsFields,,0
junit4,SpecificDataPointsSupplier,getSingleDataPointMethods,,0
junit4,SpecificDataPointsSupplier,getDataPointsMethods,,0
junit4,TestedOnSupplier,getValueSources,,0
junit4,ArrayComparisonFailure,ArrayComparisonFailure,,0
junit4,ArrayComparisonFailure,addDimension,,0
junit4,ArrayComparisonFailure,getCause,,0
junit4,ArrayComparisonFailure,getMessage,,0
junit4,ArrayComparisonFailure,toString,,0
junit4,AssumptionViolatedException,AssumptionViolatedException,,0
junit4,AssumptionViolatedException,AssumptionViolatedException,,0
junit4,AssumptionViolatedException,AssumptionViolatedException,,0
junit4,AssumptionViolatedException,AssumptionViolatedException,,0
junit4,AssumptionViolatedException,AssumptionViolatedException,,0
junit4,AssumptionViolatedException,getMessage,,0
junit4,AssumptionViolatedException,describeTo,,0
junit4,AssumptionViolatedException,writeObject,,0
junit4,Checks,Checks,,0
junit4,Checks,notNull,,0
junit4,Checks,notNull,,0
junit4,Classes,Classes,,0
junit4,Classes,getClass,,0
junit4,Classes,getClass,,0
junit4,ComparisonCriteria,arrayEquals,,0
junit4,ComparisonCriteria,getToStringableArrayElement,,0
junit4,ComparisonCriteria,objectWithToString,,0
junit4,ComparisonCriteria,componentTypeName,,0
junit4,ComparisonCriteria,isArray,,0
junit4,ComparisonCriteria,assertElementsEqual,,0
junit4,ExactComparisonCriteria,assertElementsEqual,,0
junit4,InexactComparisonCriteria,InexactComparisonCriteria,,0
junit4,InexactComparisonCriteria,InexactComparisonCriteria,,0
junit4,InexactComparisonCriteria,assertElementsEqual,,0
junit4,MethodSorter,getDeclaredMethods,,0
junit4,MethodSorter,MethodSorter,,0
junit4,MethodSorter,getSorter,,0
junit4,RealSystem,exit,,0
junit4,RealSystem,out,,0
junit4,SerializableMatcherDescription,SerializableMatcherDescription,,0
junit4,SerializableMatcherDescription,matches,,0
junit4,SerializableMatcherDescription,describeTo,,0
junit4,SerializableMatcherDescription,asSerializableMatcher,,0
junit4,SerializableValueDescription,SerializableValueDescription,,0
junit4,SerializableValueDescription,asSerializableValue,,0
junit4,SerializableValueDescription,toString,,0
junit4,TextListener,TextListener,,0
junit4,TextListener,TextListener,,0
junit4,TextListener,testRunFinished,,0
junit4,TextListener,testStarted,,0
junit4,TextListener,testFailure,,0
junit4,TextListener,testIgnored,,0
junit4,TextListener,getWriter,,0
junit4,TextListener,printHeader,,0
junit4,TextListener,printFailures,,0
junit4,TextListener,printFailure,,0
junit4,TextListener,printFooter,,0
junit4,TextListener,elapsedTimeAsString,,0
junit4,Throwables,Throwables,,0
junit4,Throwables,rethrowAsException,,0
junit4,Throwables,rethrow,,0
junit4,Throwables,getStacktrace,,0
junit4,Throwables,getTrimmedStackTrace,,0
junit4,Throwables,getTrimmedStackTraceLines,8-16,1
junit4,Throwables,getFullStackTrace,,0
junit4,Throwables,appendStackTraceLines,,0
junit4,Throwables,asReversedList,,0
junit4,Throwables,isTestFrameworkMethod,,0
junit4,Throwables,isReflectionMethod,,0
junit4,Throwables,isMatchingMethod,,0
junit4,AllDefaultPossibilitiesBuilder,AllDefaultPossibilitiesBuilder,,0
junit4,AllDefaultPossibilitiesBuilder,AllDefaultPossibilitiesBuilder,,0
junit4,AllDefaultPossibilitiesBuilder,runnerForClass,,0
junit4,AllDefaultPossibilitiesBuilder,junit4Builder,,0
junit4,AllDefaultPossibilitiesBuilder,junit3Builder,,0
junit4,AllDefaultPossibilitiesBuilder,annotatedBuilder,,0
junit4,AllDefaultPossibilitiesBuilder,ignoredBuilder,,0
junit4,AllDefaultPossibilitiesBuilder,suiteMethodBuilder,,0
junit4,AnnotatedBuilder,AnnotatedBuilder,,0
junit4,AnnotatedBuilder,runnerForClass,,0
junit4,AnnotatedBuilder,getEnclosingClassForNonStaticMemberClass,,0
junit4,IgnoredBuilder,runnerForClass,,0
junit4,IgnoredClassRunner,IgnoredClassRunner,,0
junit4,IgnoredClassRunner,run,,0
junit4,IgnoredClassRunner,getDescription,,0
junit4,JUnit3Builder,runnerForClass,,0
junit4,JUnit3Builder,isPre4Test,,0
junit4,JUnit4Builder,runnerForClass,,0
junit4,NullBuilder,runnerForClass,,0
junit4,SuiteMethodBuilder,runnerForClass,,0
junit4,FakeRuntimeMXBean,getInputArguments,,0
junit4,FakeThreadMXBean,getThreadCpuTime,,0
junit4,FakeThreadMXBean,isThreadCpuTimeSupported,,0
junit4,ManagementFactory,getRuntimeMXBean,,0
junit4,ManagementFactory,getThreadMXBean,,0
junit4,ReflectiveRuntimeMXBean,ReflectiveRuntimeMXBean,,0
junit4,ReflectiveThreadMXBean,ReflectiveThreadMXBean,,0
junit4,StacktracePrintingMatcher,StacktracePrintingMatcher,,0
junit4,StacktracePrintingMatcher,describeTo,,0
junit4,StacktracePrintingMatcher,matchesSafely,,0
junit4,StacktracePrintingMatcher,describeMismatchSafely,,0
junit4,StacktracePrintingMatcher,readStacktrace,,0
junit4,StacktracePrintingMatcher,isThrowable,,0
junit4,StacktracePrintingMatcher,isException,,0
junit4,ThrowableCauseMatcher,ThrowableCauseMatcher,,0
junit4,ThrowableCauseMatcher,describeTo,,0
junit4,ThrowableCauseMatcher,matchesSafely,,0
junit4,ThrowableCauseMatcher,describeMismatchSafely,,0
junit4,ThrowableCauseMatcher,hasCause,,0
junit4,ThrowableMessageMatcher,ThrowableMessageMatcher,,0
junit4,ThrowableMessageMatcher,describeTo,,0
junit4,ThrowableMessageMatcher,matchesSafely,,0
junit4,ThrowableMessageMatcher,describeMismatchSafely,,0
junit4,ThrowableMessageMatcher,hasMessage,,0
junit4,TypeSafeMatcher,matchesSafely,,0
junit4,TypeSafeMatcher,TypeSafeMatcher,,0
junit4,TypeSafeMatcher,findExpectedType,,0
junit4,TypeSafeMatcher,isMatchesSafelyMethod,,0
junit4,TypeSafeMatcher,TypeSafeMatcher,,0
junit4,TypeSafeMatcher,matches,,0
junit4,ClassRequest,ClassRequest,,0
junit4,ClassRequest,ClassRequest,,0
junit4,ClassRequest,createRunner,,0
junit4,FilterRequest,FilterRequest,,0
junit4,MemoizingRequest,getRunner,,0
junit4,MemoizingRequest,createRunner,,0
junit4,OrderingRequest,OrderingRequest,,0
junit4,SortingRequest,SortingRequest,,0
junit4,SortingRequest,getRunner,,0
junit4,ClassRoadie,ClassRoadie,,0
junit4,ClassRoadie,runUnprotected,,0
junit4,ClassRoadie,addFailure,,0
junit4,ErrorReportingRunner,ErrorReportingRunner,,0
junit4,ErrorReportingRunner,ErrorReportingRunner,,0
junit4,ErrorReportingRunner,getDescription,,0
junit4,ErrorReportingRunner,run,,0
junit4,ErrorReportingRunner,getClassNames,,0
junit4,ErrorReportingRunner,getCauses,,0
junit4,ErrorReportingRunner,describeCause,,0
junit4,ErrorReportingRunner,runCause,,0
junit4,InitializationError,InitializationError,,0
junit4,JUnit38ClassRunner,JUnit38ClassRunner,,0
junit4,JUnit38ClassRunner,JUnit38ClassRunner,,0
junit4,JUnit38ClassRunner,run,,0
junit4,JUnit38ClassRunner,createAdaptingListener,,0
junit4,JUnit38ClassRunner,getDescription,,0
junit4,JUnit38ClassRunner,makeDescription,6-13,1
junit4,JUnit38ClassRunner,createSuiteDescription,,0
junit4,JUnit38ClassRunner,filter,5-13,1
junit4,JUnit38ClassRunner,sort,,0
junit4,JUnit38ClassRunner,order,,0
junit4,JUnit38ClassRunner,setTest,,0
junit4,JUnit38ClassRunner,getTest,,0
junit4,JUnit4ClassRunner,JUnit4ClassRunner,,0
junit4,JUnit4ClassRunner,getTestMethods,,0
junit4,JUnit4ClassRunner,validate,,0
junit4,JUnit4ClassRunner,run,,0
junit4,JUnit4ClassRunner,runMethods,,0
junit4,JUnit4ClassRunner,getDescription,,0
junit4,JUnit4ClassRunner,classAnnotations,,0
junit4,JUnit4ClassRunner,getName,,0
junit4,JUnit4ClassRunner,createTest,,0
junit4,JUnit4ClassRunner,testAborted,,0
junit4,JUnit4ClassRunner,wrapMethod,,0
junit4,JUnit4ClassRunner,testName,,0
junit4,JUnit4ClassRunner,methodDescription,,0
junit4,JUnit4ClassRunner,testAnnotations,,0
junit4,JUnit4ClassRunner,filter,,0
junit4,JUnit4ClassRunner,sort,,0
junit4,JUnit4ClassRunner,getTestClass,,0
junit4,MethodRoadie,MethodRoadie,,0
junit4,MethodRoadie,run,,0
junit4,MethodRoadie,runWithTimeout,13-24,1
junit4,MethodRoadie,runTest,,0
junit4,MethodRoadie,addFailure,,0
junit4,MethodValidator,MethodValidator,,0
junit4,MethodValidator,validateInstanceMethods,,0
junit4,MethodValidator,validateStaticMethods,,0
junit4,MethodValidator,validateMethodsForDefaultRunner,,0
junit4,MethodValidator,assertValid,,0
junit4,MethodValidator,validateTestMethods,,0
junit4,SuiteMethod,SuiteMethod,,0
junit4,TestClass,TestClass,,0
junit4,TestClass,getTestMethods,,0
junit4,TestClass,getBefores,,0
junit4,TestClass,getAfters,,0
junit4,TestClass,getAnnotatedMethods,,0
junit4,TestClass,runsTopToBottom,,0
junit4,TestClass,isShadowed,,0
junit4,TestClass,isShadowed,,0
junit4,TestClass,getSuperClasses,,0
junit4,TestClass,getConstructor,,0
junit4,TestMethod,TestMethod,,0
junit4,TestMethod,isIgnored,,0
junit4,TestMethod,getTimeout,,0
junit4,TestMethod,getExpectedException,,0
junit4,TestMethod,isUnexpected,,0
junit4,TestMethod,expectsException,,0
junit4,TestMethod,getBefores,,0
junit4,TestMethod,getAfters,,0
junit4,TestMethod,invoke,,0
junit4,EachTestNotifier,EachTestNotifier,,0
junit4,EachTestNotifier,addFailure,,0
junit4,EachTestNotifier,addMultipleFailureException,,0
junit4,EachTestNotifier,addFailedAssumption,,0
junit4,EachTestNotifier,fireTestFinished,,0
junit4,EachTestNotifier,fireTestStarted,,0
junit4,EachTestNotifier,fireTestIgnored,,0
junit4,EachTestNotifier,fireTestSuiteStarted,,0
junit4,EachTestNotifier,fireTestSuiteFinished,,0
junit4,ReflectiveCallable,runReflectiveCall,,0
junit4,RuleMemberValidator,RuleMemberValidator,,0
