project,class_name,extract_methods,label
libgdx,Stage,"unfocusAll,unfocus,setKeyboardFocus,getKeyboardFocus,setScrollFocus,getScrollFocus,getBatch,getViewport,setViewport,getWidth,getHeight,getCamera,getRoot,setRoot,hit,screenToStageCoordinates,stageToScreenCoordinates,toScreenCoordinates,calculateScissors,setActionsRequestRendering,getActionsRequestRendering,getDebugColor,setDebugInvisible,setDebugAll,isDebugAll,setDebugUnderMouse,setDebugParentUnderMouse,setDebugTableUnderMouse,setDebugTableUnderMouse,dispose,isInsideViewport",1
libgdx,VisibleAction,,0
libgdx,Window,"Window;draw,drawStageBackground,drawBackground",1
libgdx,UIUtils,,0
libgdx,ThreadUtils,,0
libgdx,Lzma,,0
libgdx,OutWindow,,0
libgdx,Encoder,"LiteralEncoder,LenEncoder,LenPriceTableEncoder,Optimal;Backward;CodeOneBlock;FillDistancesPrices,FillAlignPrices",1
libgdx,Encoder,,0
libgdx,ReflectionException,,0
libgdx,Viewport,,0
libgdx,AnimationDescTest,,0
libgdx,Vector4Test,,0
libgdx,CollisionTest,,0
libgdx,SortedIntListTest,,0
freeplane,Scalr,,0
freeplane,RotatableLabelUI,,0
freeplane,ComponentCache,,0
freeplane,GraphicsHints,,0
freeplane,NodeEnumerationAttributeHandler,,0
freeplane,SmallExtensionMap,,0
freeplane,WriteManager,,0
freeplane,XMLWriter,,0
freeplane,WindowConfigurationStorage,,0
freeplane,VariableSizeCardLayout,,0
freeplane,UIBuilder,,0
freeplane,NewNodeLinkedToMenuItemOnNextClickAction,,0
freeplane,UndoEnabler,,0
freeplane,JYearChooser,,0
freeplane,SynchronousScaledEditorKit,,0
freeplane,UIComponentVisibilityDispatcher,,0
freeplane,Utils,,0
freeplane,MenuStructureXmlHandler,,0
freeplane,EntriesForAction,,0
freeplane,SubtreeProcessor,,0
freeplane,UnitGridBagLayout,,0
freeplane,SoundClipPlayer,,0
freeplane,SVGIconCreator,,0
freeplane,UITextChanger,,0
freeplane,UndoHandler,,0
freeplane,XsltPipeReaderFactory,,0
freeplane,SortedMapVector,,0
freeplane,LogHandlers,,0
freeplane,StdFormatter,,0
freeplane,DashRenderedContent,,0
freeplane,ShowSelectedAttributesAction,,0
freeplane,AttributeTransferable,,0
freeplane,ShowAttributeDialogAction,,0
freeplane,MAttributeClipboardController,,0
freeplane,HtmlSelection,,0
freeplane,PasteAction,,0
freeplane,CloudModel,,0
freeplane,RemoveCloudAction,,0
freeplane,ShowPreferenceItemAction,,0
freeplane,EdgeModel,,0
freeplane,MEdgeController,,0
freeplane,TripleDesEncrypter,,0
freeplane,RemoveEncryption,,0
freeplane,NodeNotFoundException,,0
freeplane,SetNodeAlias,,0
freeplane,XsltExportEngineFactory,,0
freeplane,UndoFilterAction,,0
freeplane,StringTransformer,,0
freeplane,ShowHiddenNodesAction,,0
freeplane,StandardPatternFormat,,0
freeplane,OpenURLAction,,0
freeplane,HighlightController,,0
freeplane,ZoomedIcon,,0
freeplane,WeakValueCache,,0
freeplane,IconIntersectionHierarchy,,0
freeplane,TagTreeViewerFactory,,0
freeplane,LayoutModel,,0
freeplane,SelectNodeChildrenLayoutAction,,0
freeplane,NodeLinks,,0
freeplane,PatternBasedMatcher,,0
freeplane,SetLinkByTextFieldAction,,0
freeplane,OpacityControlGroup,,0
freeplane,ToggleFoldedAction,,0
freeplane,SingleCopySource,,0
freeplane,OpenPathAction,,0
freeplane,SummaryNodeMapUpdater,,0
freeplane,TargetFileCreator,,0
freeplane,MapIO,,0
freeplane,MMapIO,,0
freeplane,SelectionController,,0
freeplane,FModeController,,0
freeplane,UndoAction,,0
freeplane,LocationModel,,0
freeplane,ResetNodeLocationAction,,0
freeplane,NodeStyleModel,,0
freeplane,TextWritingDirectionAction,,0
freeplane,NoteWriter,,0
freeplane,ShowHideNoteAction,,0
freeplane,UndoableSlide,,0
freeplane,ZoomAction,,0
freeplane,SpellCheckerController,,0
freeplane,StyleTranslatedObject,,0
freeplane,UseCurrentStyleForNewNodesAction,,0
freeplane,StylePropertyAdjuster,,0
freeplane,TransformationException,,0
freeplane,UsePlainTextAction,,0
freeplane,TimeController,,0
freeplane,ToggleToolbarAction,,0
freeplane,UrlManager,,0
freeplane,TemplateManager,,0
freeplane,AddOnsController,,0
freeplane,FreeplaneApplet,,0
freeplane,UserPropertiesUpdater,,0
freeplane,WrappedConnection,,0
freeplane,SurveyStarter,,0
freeplane,FModeControllerFactory,,0
freeplane,HeadlessUIController,,0
freeplane,UpdateCheckAction,,0
freeplane,SModeControllerFactory,,0
freeplane,DelegatingUrlHandlerService,,0
freeplane,XMLWriter,,0
freeplane,FitToPage,,0
freeplane,ViewerLayoutManager,,0
freeplane,NodeHolder,,0
freeplane,RemoveProgressAction,,0
freeplane,TimeManagement,,0
freeplane,TimeWindowConfigurationStorage,,0
freeplane,ZoomedEmptyBorder,,0
freeplane,ReducedAttributeTableModelDecorator,,0
freeplane,StarCloudView,,0
freeplane,SummaryEdgeView,,0
freeplane,TextPainter,,0
freeplane,MMapViewController,,0
freeplane,MapViewPane,,0
freeplane,ResizePanelMouseHandler,,0
freeplane,UserInputListenerFactory,,0
freeplane,TrashBin,,0
jsprit,VehicleRoutingAlgorithm,,0
jsprit,SchrimpfInitialThresholdGenerator,,0
jsprit,SchrimpfFactory,,0
jsprit,VehicleRoutingAlgorithmListeners,,0
jsprit,RuinAndRecreateModule,,0
jsprit,VersionedInsertionData,,0
jsprit,InsertionListeners,,0
jsprit,StringUtil,,0
jsprit,EuclideanServiceDistance,,0
jsprit,RuinListeners,,0
jsprit,SelectRandomly,,0
jsprit,VehicleDependentTraveledDistance,,0
jsprit,VariationCoefficientTermination,,0
jsprit,SolutionAnalyser,"LoadAndActivityCounter,BackhaulAndShipmentUpdater,SumUpActivityTimes,LastTransportUpdater,DistanceUpdater,SkillUpdater;getCapacityViolation,getCapacityViolationAtBeginning,getCapacityViolationAtEnd,getCapacityViolationAfterActivity;hasSkillConstraintViolation,hasSkillConstraintViolationAtActivity,hasBackhaulConstraintViolation,hasBackhaulConstraintViolationAtActivity,hasShipmentConstraintViolation,hasShipmentConstraintViolationAtActivity;getLastTransportTimeAtActivity,getLastTransportDistanceAtActivity,getLastTransportCostAtActivity,getLastTransport,getWaitingTimeAtActivity,getDistance,getDistanceAtActivity,getNumberOfPickups,getNumberOfPickupsAtBeginning,getNumberOfPickupsAtBeginning,getNumberOfDeliveries,getNumberOfDeliveriesAtEnd,getNumberOfDeliveriesAtEnd,getLoadPickedUp,getLoadAtBeginning,getLoadDelivered,getLoadAtEnd",1
jsprit,VehicleRoutingProblem,Builder,1
jsprit,VehicleDependentTimeWindowConstraints,,0
jsprit,WaitingTimeCosts,,0
jsprit,DriverImpl,,0
jsprit,Shipment,,0
jsprit,JobInsertionContext,,0
jsprit,VehicleRoutingProblemSolution,,0
jsprit,VehicleRoute,,0
jsprit,TourActivities,,0
jsprit,VehicleTypeKey,,0
jsprit,SolutionPrinter,,0
jsprit,VehicleRoutingTransportCostsMatrix,,0
oh,BillBrowserManager,,0
oh,BillPayments,,0
oh,AccountingPatientMergedEventListener,,0
oh,AdmissionBrowserManager,,0
oh,AdmittedPatient,,0
oh,AdmissionPatientMergedEventListener,,0
oh,AdmissionTypeBrowserManager,,0
oh,AdmissionType,,0
oh,AdmissionTypeIoOperation,,0
oh,AgeTypeBrowserManager,,0
oh,AgeType,,0
oh,AgeTypeIoOperations,,0
oh,SqlDicomManager,,0
oh,FileDicom,"getDicomData,setDicomData,getFileName,setFileName,getDicomAccessionNumber,setDicomAccessionNumber,getDicomInstitutionName,setDicomInstitutionName,getDicomPatientID,setDicomPatientID,getDicomPatientName,setDicomPatientName,getDicomPatientAddress,setDicomPatientAddress,getDicomPatientAge,setDicomPatientAge,getDicomPatientSex,setDicomPatientSex,getDicomPatientBirthDate,setDicomPatientBirthDate,getDicomStudyId,setDicomStudyId,getDicomStudyDate,setDicomStudyDate,getDicomStudyDescription,setDicomStudyDescription,getDicomSeriesUID,setDicomSeriesUID,getDicomSeriesInstanceUID,setDicomSeriesInstanceUID,getDicomSeriesNumber,setDicomSeriesNumber,getDicomSeriesDescriptionCodeSequence,setDicomSeriesDescriptionCodeSequence,getDicomSeriesDate,setDicomSeriesDate,getDicomSeriesDescription,setDicomSeriesDescription,getDicomInstanceUID,setDicomInstanceUID,getIdFile,setIdFile,getPatId,setPatId,getDicomThumbnail,setDicomThumbnail,getDicomType,setDicomType,getDicomThumbnailAsImage,getModality,setModality,getFrameCount",1
oh,DicomIoOperations,,0
oh,DicomTypeBrowserManager,,0
oh,DicomType,,0
oh,DicomTypeIoOperation,,0
oh,DischargeTypeBrowserManager,,0
oh,DischargeType,,0
oh,DischargeTypeIoOperation,,0
oh,DiseaseBrowserManager,,0
oh,Disease,,0
oh,DiseaseIoOperations,,0
oh,DiseaseTypeBrowserManager,,0
oh,DiseaseType,,0
oh,DiseaseTypeIoOperation,,0
oh,DeliveryResultTypeBrowserManager,,0
oh,DeliveryResultType,,0
oh,DeliveryResultTypeIoOperation,,0
oh,DeliveryTypeBrowserManager,,0
oh,DeliveryType,,0
oh,DeliveryTypeIoOperation,,0
oh,ExamRowBrowsingManager,,0
oh,ExamRow,,0
oh,ExamRowIoOperations,,0
oh,ExaminationBrowserManager,,0
oh,PatientExamination,,0
oh,ExaminationPatientMergedEventListener,,0
oh,ExamTypeBrowserManager,,0
oh,ExamType,,0
oh,ExamTypeIoOperation,,0
oh,XmppData,,0
oh,HospitalBrowsingManager,,0
oh,Hospital,,0
oh,HospitalIoOperations,,0
oh,LabRowManager,,0
oh,LaboratoryRow,,0
oh,LabPatientMergedEventListener,,0
oh,MalnutritionManager,,0
oh,Malnutrition,,0
oh,MalnutritionIoOperation,,0
oh,MedicalBrowsingManager,,0
oh,Medical,,0
oh,MedicalsIoOperations,,0
oh,MovStockInsertingManager,,0
oh,Movement,,0
oh,MovementIoOperationRepositoryImpl,,0
oh,MovWardBrowserManager,,0
oh,MovementWard,,0
oh,MovementWardPatientMergedEventListener,,0
oh,MedicaldsrstockmovTypeBrowserManager,,0
oh,MovementType,,0
oh,MedicalStockMovementTypeIoOperation,,0
oh,MedicalTypeBrowserManager,,0
oh,MedicalType,,0
oh,MedicalTypeIoOperation,,0
oh,UserBrowsingManager,,0
oh,UserMenuItem,,0
oh,MenuIoOperations,,0
oh,OpdBrowserManager,,0
oh,Opd,,0
oh,OpdPatientMergedEventListener,,0
oh,OperationRowBrowserManager,,0
oh,OperationRow,,0
oh,OperationRowIoOperations,,0
oh,OperationTypeBrowserManager,,0
oh,OperationType,,0
oh,OperationTypeIoOperation,,0
oh,PatientBrowserManager,,0
oh,PatientProfilePhoto,,0
oh,PatientIoOperations,,0
oh,PatVacManager,,0
oh,PatientVaccine,,0
oh,VaccinePatientMergedEventListener,,0
oh,PregnantTreatmentTypeBrowserManager,,0
oh,PregnantTreatmentType,,0
oh,PregnantTreatmentTypeIoOperation,,0
oh,PriceListManager,,0
oh,PriceList,,0
oh,PricesListIoOperations,,0
oh,PricesOthersManager,,0
oh,PricesOthers,,0
oh,PriceOthersIoOperations,,0
oh,PrintReceipt,,0
oh,PriceForPrint,,0
oh,SmsManager,,0
oh,Sms,,0
oh,CustomCommonEncoder,,0
oh,GSMParameters,,0
oh,SkebbyGatewayUtil,,0
oh,SckebbySmsResponse,,0
oh,TextbeltGatewayService,,0
oh,TextbeltSmsResponse,,0
oh,SmsSenderOperations,,0
oh,JasperReportResultDto,,0
oh,JasperReportsManager,"getExamsListPdf,getDiseasesListPdf,getGenericReportAdmissionPdf,getGenericReportBillZPL,getGenericReportBillTxt,getGenericReportBillPdf,getGenericReportBillGroupedPdf,getGenericReportBillGroupedTxt,getGenericReportOpdPdf,getGenericReportPatientExaminationPdf,getGenericReportPatientPdf,getGenericReportWardVisitPdf,getGenericReportPatientVersion2Pdf,getGenericReportPharmaceuticalOrderPdf,getGenericReportPharmaceuticalStockPdf,getGenericReportPharmaceuticalStockExcel,getGenericReportPharmaceuticalStockCardPdf,getGenericReportPharmaceuticalStockCardExcel,getGenericReportPharmaceuticalStockWardPdf",1
oh,SupplierBrowserManager,,0
oh,Supplier,,0
oh,SupplierOperations,,0
oh,TherapyManager,,0
oh,TherapyRow,,0
oh,TherapyPatientMergedEventListener,,0
oh,UTF8Control,,0
oh,ExcelExporter,"exportTableToExcel,exportResultsetToExcel,exportDataToExcel,setValueForExcel,exportTableToExcelOLD,exportResultsetToExcelOLD,exportDataToExcelOLD",1
oh,OHServiceException,,0
oh,OHExceptionMessage,,0
oh,FileTools,,0
oh,SetupGSM,,0
oh,TableSorter,,0
oh,TimeTools,,0
oh,TreeTableModelAdapter,,0
oh,EmailValidator,,0
oh,VaccineBrowserManager,,0
oh,Vaccine,,0
oh,VaccineIoOperations,,0
oh,VaccineTypeBrowserManager,,0
oh,VaccineType,,0
oh,VacTypeIoOperation,,0
oh,VisitManager,,0
oh,Visit,,0
oh,VisitsPatientMergedEventListener,,0
oh,WardBrowserManager,,0
oh,Ward,,0
oh,WardIoOperations,,0
oh,Interaction,,0
oh,Server,,0
openrefine,UserDefinedKeyer,,0
openrefine,UserDefinedDistance,,0
openrefine,SetPreferenceCommand,,0
openrefine,GetScatterplotCommand,,0
openrefine,TransposeRowsIntoColumnsCommand,,0
openrefine,SplitColumnCommand,,0
openrefine,ToggleStarredExpressionCommand,,0
openrefine,UndoRedoCommand,,0
openrefine,ImportingControllerCommand,,0
openrefine,LoadLanguageCommand,,0
openrefine,SetProjectTagsCommand,,0
openrefine,ReconcileCommand,,0
openrefine,ReorderRowsCommand,,0
openrefine,GetAllProjectTagsCommand,,0
openrefine,XlsExporter,,0
openrefine,SqlInsertBuilder,,0
openrefine,ClojureParser,,0
openrefine,XmlImporter,,0
openrefine,TransposeRowsIntoColumnsOperation,,0
openrefine,ColumnSplitOperation,,0
openrefine,ReconUseValuesAsIdentifiersOperation,,0
openrefine,RowStarOperation,,0
openrefine,Template,,0
junit4,TestSetup,,0
junit4,TestSuite,,0
junit4,Version,,0
junit4,TestRunner,,0
junit4,TestCouldNotBeSkippedException,,0
junit4,ParallelComputer,,0
junit4,IncludeCategories,,0
junit4,MaxHistory,,0
junit4,ResultMatchers,,0
junit4,Enclosed,,0
junit4,Theories,,0
junit4,SpecificDataPointsSupplier,,0
junit4,TestedOnSupplier,,0
junit4,Throwables,,0
junit4,SuiteMethodBuilder,,0
junit4,ReflectiveThreadMXBean,,0
junit4,TypeSafeMatcher,,0
junit4,SortingRequest,,0
junit4,TestMethod,,0
junit4,ReflectiveCallable,,0
junit4,ValidationError,,0
junit4,RunBefores,,0
junit4,JUnitMatchers,,0
junit4,Verifier,,0
junit4,Runner,,0
junit4,Sorter,,0
junit4,SynchronizedRunListener,,0
junit4,Suite,,0
junit4,TestTimedOutException,,0
junit4,TestWithParameters,,0
junit4,PublicClassValidator,,0
mybatis3,MapperRegistry,,0
mybatis3,StaticSqlSource,,0
mybatis3,ProviderSqlSource,,0
mybatis3,XMLStatementBuilder,,0
mybatis3,TransactionalCacheManager,,0
mybatis3,WeakCache,,0
mybatis3,PerpetualCache,,0
mybatis3,DefaultCursor,,0
mybatis3,DataSourceException,,0
mybatis3,JndiDataSourceFactory,,0
mybatis3,PooledDataSourceFactory,,0
mybatis3,UnpooledDataSourceFactory,,0
mybatis3,TooManyResultsException,,0
mybatis3,SimpleExecutor,,0
mybatis3,SelectKeyGenerator,,0
mybatis3,ResultLoaderMap,,0
mybatis3,CglibSerialStateHolder,,0
mybatis3,JavassistSerialStateHolder,,0
mybatis3,ResultMapException,,0
mybatis3,ResultSetWrapper,,0
mybatis3,StatementUtil,,0
mybatis3,VFS,,0
mybatis3,SqlRunner,,0
mybatis3,LogFactory,,0
mybatis3,JakartaCommonsLoggingImpl,,0
mybatis3,StatementLogger,,0
mybatis3,Jdk14LoggingImpl,,0
mybatis3,Log4jImpl,,0
mybatis3,Log4j2LoggerImpl,,0
mybatis3,NoLoggingImpl,,0
mybatis3,Slf4jLoggerImpl,,0
mybatis3,StdOutImpl,,0
mybatis3,VendorDatabaseIdProvider,,0
mybatis3,XPathParser,,0
mybatis3,PluginException,,0
mybatis3,TypeParameterResolver,,0
mybatis3,DefaultObjectFactory,,0
mybatis3,SetFieldInvoker,,0
mybatis3,PropertyTokenizer,,0
mybatis3,MapWrapper,,0
mybatis3,ScriptingException,,0
mybatis3,RawSqlSource,,0
mybatis3,XMLScriptBuilder,,0
mybatis3,SqlSessionManager,,0
mybatis3,DefaultSqlSessionFactory,,0
mybatis3,TransactionException,,0
mybatis3,JdbcTransactionFactory,,0
mybatis3,ManagedTransactionFactory,,0
mybatis3,ZonedDateTimeTypeHandler,,0
netty,UnsupportedValueConverter,,0
netty,Base64Encoder,,0
netty,ByteArrayEncoder,,0
netty,JsonObjectDecoder,,0
netty,WeakReferenceMap,,0
netty,StringEncoder,,0
gephi,DijkstraShortestPathAlgorithm,,0
gephi,Interpolator,,0
gephi,TimesetRankingTest,,0
gephi,Utils,,0
gephi,UniqueNodeSizeTransformer,,0
gephi,Preset,,0
gephi,PaletteTest,,0
gephi,UniqueSizeTransformerPanel,,0
gephi,DefaultCategory,,0
gephi,PaletteGeneratorPanel,,0
gephi,SQLiteDriver,,0
gephi,DataLaboratoryHelper,"getAttributeColumnsManipulatorByName,getAttributeValueManipulatorByName,getAttributeColumnsMergeStrategyByName,getAttributeRowsMergeStrategyByName,getAttributeColumnsManipulators,getAttributeValueManipulators,getAttributeColumnsMergeStrategies,getAttributeRowsMergeStrategies,executeManipulator,executeManipulatorInOtherThread,executeAttributeColumnsManipulator,executeAttributeColumnsManipulatorInOtherThread",1
gephi,SearchReplaceControllerImpl,,0
gephi,NumberColumnStatisticsReport,,0
gephi,ThirdQuartileNumberBuilder,,0
gephi,JoinWithSeparatorUI,,0
gephi,GeneralCreateColumnFromRegexUI,,0
gephi,SelectTargetOnGraphBuilder,,0
gephi,DeleteEdgesWithNodesUI,,0
gephi,SearchReplace,,0
gephi,SearchReplaceUI,"normalSearchModeRadioButtonItemStateChanged,regexSearchModeRadioButtonItemStateChanged,matchWholeValueCheckBoxItemStateChanged,caseSensitiveCheckBoxItemStateChanged,findNextButtonActionPerformed,replaceButtonActionPerformed,replaceAllButtonActionPerformed,regexReplaceCheckBoxItemStateChanged,columnsToSearchComboBoxItemStateChanged,searchTextKeyPressed",1
gephi,SettleBuilder,,0
gephi,SetNodesSizeUI,,0
gephi,ThirdQuartileNumberBuilder,,0
gephi,JoinWithSeparatorUI,,0
gephi,GeneralNumberListStatisticsReportUI,"configureBoxPlotButtonActionPerformed,configureHistogramButtonActionPerformed,configureScatterPlotButtonActionPerformed,prepareHistogram,p,epareScatterPlot,prepareBoxPlot,configureBoxPlotButton,configureHistogramButton,configureScatterPlotButton,histogram,divisionsComboBox,divisionsLabel,histogramDialog,histogramDivisions",1
gephi,NumberListStatisticsReportBuilder,,0
gephi,PersistenceProviderTest,,0
gephi,Utils,,0
gephi,LanguageAction,,0
gephi,InstallerTest,,0
gephi,ReportControllerTest,,0
gephi,ContextTopComponent,,0
gephi,DefaultDataTablesEventListenerBuilder,,0
gephi,ImportSpreadsheet,,0
gephi,MergeColumnsUI,"availableColumnsListMouseClicked,addColumnButtonActionPerformed,availableStrategiesComboBoxItemStateChanged,availableColumnsLabel,availableColumnsList,availableColumnsModel,availableMergeStrategies,availableStrategiesComboBox,availableStrategiesLabel,columnsToMergeLabel,columnsToMergeList,columnsToMergeModel",1
gephi,DataLaboratoryPersistenceProvider,,0
gephi,NodesDataTable,,0
gephi,AttributeTypesSupportCellEditor,,0
gephi,PropertyDataColumn,,0
gephi,NodesPopupAdapter,,0
gephi,PopupMenuUtils,,0
gephi,TimestampSetGraphicsComponentProvider,,0
gephi,TimeSetStringConverter,,0
gephi,TopDialog,"updateMessage,updateNotificationLine,updateOptions,MSG_TYPE_ERROR,MSG_TYPE_INFO,MSG_TYPE_WARNING",1
gephi,WorkspaceColumnsObservers,,0
gephi,SavedQueryNodeDefaultAction,,0
gephi,SlotNode,,0
gephi,Generate,,0
gephi,WizardVisualPanel2,,0
gephi,LayoutPresetPersistenceTest,,0
gephi,EdgeColorPropertyEditor,,0
gephi,PersistenceProviderTest,,0
gephi,Utils,,0
gephi,ProjectControllerUIImpl,"canCloseProject,canDeleteWorkspace,canDuplicateWorkspace,canExport,canNewProject,canNewWorkspace,canOpenFile,canProjectProperties,canRenameWorkspace,canSave,canSaveAs,opened,openFile,penFile,openFile,openProject,openProject,openFile,openProject,saveAsProject,saved,saveProject,saveProject,saveProjects",1
gephi,WorkspaceProperties,,0
gephi,WorkspacePropertiesEditor,,0
gephi,SearchUIModel,,0
gephi,NodePopup,,0
gephi,SearchFilterTest,,0
gephi,SearchControllerImplTest,,0
gephi,FuzzyElementLabelSearchProviderTest,,0
gephi,StatisticsUIPersistenceProvider,,0
gephi,TimelineWindowAction,,0
gephi,Toolbar,,0
gephi,Installer,,0
gephi,PreviewPerspective,,0
gephi,WorkspacePanel,,0
gephi,ProgressTicketProviderImpl,,0
gephi,FileType,,0
gephi,ExportControllerImpl,,0
